duns_number,company_name,tradestyle,address_line_1,address_line_2,city,state,postal_code,phone,website,revenue_raw,revenue_numeric,revenue_formatted,employees_total,employees_single_site,business_description,industry,ownership_type,entity_type,is_headquarters,contact_count,primary_contact_name,primary_contact_title,primary_contact_email_flag,primary_contact_phone_flag
108006448,CALABRESE TREE CARE LLC,,16201 Nowthen Blvd Nw,,Anoka,Minnesota,55303-6954,,,647121.01,647121.01,647121.01,2,2,Calabrese Tree Care Llc is primarily engaged in performing a variety of ornamental shrub and tree services.,Building and Dwelling Services,Private,Independent,false,1,Lee Calabrese,Principal,Y,Y
129186002,ABOUND MEDIA CONSULTING LLC,,13951 Redwood St Nw,,Andover,Minnesota,55304-4135,,,509824.99000000005,509824.99000000005,509824.99000000005,2,2,"Abound Media Consulting Llc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,1,Chelsea Mohs,Principal,Y,Y
129195931,"TWO SISTERS KITCHEN + BAR, LLC",,1360 Riverwood Dr Sw,,Oronoco,Minnesota,55960-2092,,,599429.01,599429.01,599429.01,2,2,"Two Sisters Kitchen + Bar, Llc is an organization of  professional persons for the advancement of the interests of their profession.",Associations and Organizations,Private,Independent,false,1,Diane Osland,Principal,Y,Y
125435007,JAKE'S JUNK REMOVAL SERVICE LLC,,11898 84Th Ave N,,Maple Grove,Minnesota,55369-3063,,,1340827.0,1340827,1340827.0,2,2,"Jake's Junk Removal Service Llc is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,1,Rachel Gordon,Principal,Y,Y
068460201,Paradigm Strategies in Wealth Management LLC,,11324 86Th Ave N,,Maple Grove,Minnesota,55369-4528,1-763-201-1025,http://www.planparadigm.com,2380348.0,2380348,2380348.0,2,2,Paradigm Strategies In Wealth Management Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Administrative Services,Private,Independent,false,1,Sean Grote,Vice-President,Y,Y
108436685,BAILLOW STAFFING LLC,,1935 35Th Street Cir S,,Moorhead,Minnesota,56560-8132,,,681474.98,681474.98,681474.98,2,2,"Baillow Staffing Llc is primarily engaged in providing employment services, except theatrical employment agencies and motion picture casting bureaus. Establishments classified here may assist either employers or those seeking employment.",Employment Services,Private,Independent,false,1,Austin Haarstad,Principal,Y,Y
877551648,Lakeland Investors Inc,,444 E Saint Germain St,,Saint Cloud,Minnesota,56304-0749,1-320-251-9361,,538438.98,538438.98,538438.98,2,2,Lakeland Investors Inc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,2,Rick Anderson,President,Y,Y
107943874,MWJP ENTERPRISES LTD.,,10 Riverview Blvd,,International Falls,Minnesota,56649-2177,,,738299.01,738299.01,738299.01,2,2,"Mwjp Enterprises Ltd. is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,1,Myles Wilcott,Chief Executive Officer,Y,Y
108608630,GREENER PROPERTIES 1822 LLC,,2570 County Road H2,,Saint Paul,Minnesota,55112-6254,,,673919.98,673919.98,673919.98,2,2,Greener Properties 1822 Llc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,1,Joseph Green,Principal,Y,Y
044469516,IRRIGATION CITY INC,,1869 Countryside Dr,,Shakopee,Minnesota,55379-4554,1-952-233-1905,http://www.irrigationcityinc.com,1539316.0999999999,1539316.0999999999,1539316.0999999999,2,2,Irrigation City Inc is primarily engaged in operating water supply systems for the purpose of irrigation.,Water and Sewage Services,Private,Independent,false,1,Jim Palm,President,Y,Y
124299281,"ALL TERRAIN LANDSCAPING SOLUTIONS, INC.",,815 Natalie Dr,,Buffalo,Minnesota,55313-8706,,http://www.centralmnlawn.com,1092584.0,1092584,1092584.0,2,2,"All Terrain Landscaping Solutions, Inc. is primarily engaged in performing a variety of lawn and garden services.",Building and Dwelling Services,Private,Independent,false,1,Jacob Kramer,President,Y,Y
108578194,SJ TECH CONSULTING LLC,,1510 Willow Cir,,Shakopee,Minnesota,55379-4681,,,535857.98,535857.98,535857.98,2,2,"Sj Tech Consulting Llc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,1,Salah Jama,Principal,Y,Y
023855006,GREAT MIDWEST ELECTRIC INC.,,2659 Brookview Dr E,,Saint Paul,Minnesota,55119-4748,1-651-460-0372,,697945.0,697945,697945.0,2,2,"Great Midwest Electric Inc. is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Josh Nelson,Principal,Y,Y
119111084,ANTAGONIST LLC,,5247 Oliver Ave N,,Minneapolis,Minnesota,55430-3356,1-612-532-6092,,514922.01999999996,514922.01999999996,514922.01999999996,2,2,"Antagonist Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Zelaun Black,Principal,Y,Y
124297005,SYSTEM DSGN INNOVATION LLC,,4714 Baycliffe Dr,,Excelsior,Minnesota,55331-7517,,,554769.99,554769.99,554769.99,2,2,"System Dsgn Innovation Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Scott Sahli,Principal,Y,Y
108642178,"218 ELECTRIC, LLC",,206 Jessie St,,Marble,Minnesota,55764-0069,,,2165587.9,2165587.9,2165587.9,2,2,"218 Electric, Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Joshua Locken,Principal,Y,Y
125896476,ACOSTA DESIGN LLC,,1176 Amble Dr,,Saint Paul,Minnesota,55112-5713,,,680486.98,680486.98,680486.98,2,2,"Acosta Design Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Jason Acosta,Principal,Y,Y
125894156,"TYTAN ELECTRIC, LLC",,7502 County Road 16 Nw,,Brandon,Minnesota,56315-8156,1-320-815-0884,,2821986.0,2821986,2821986.0,2,2,"Tytan Electric, Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Tanner Klimek,Principal,Y,Y
047692354,"COVENTRY PROPERTIES OF RAMSEY, LLC",,1824 Buerkle Rd,,Saint Paul,Minnesota,55110-5245,,,532082.02,532082.02,532082.02,2,2,"Coventry Properties Of Ramsey, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,J Larson,Principal,Y,Y
957913445,"L & L Exhibition Management, Inc.",,7809 Southtown Ctr Ste 200,,Bloomington,Minnesota,55431-1324,1-952-881-5030,http://www.homeshowcenter.com,2097639.1,2097639.1,2097639.1,2,2,"L & L Exhibition Management, Inc. is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.",Administrative Services,Private,Independent,false,1,Jonathan Lawrence,President,Y,Y
124296934,COSTER ELECTRIC LLC,,1329 41St Ave Ne,,Minneapolis,Minnesota,55421-3129,,,1791093.9,1791093.9,1791093.9,2,2,"Coster Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Ivan Barbecho,Principal,Y,Y
102929513,4-U ELECTRIC LLC,,3664 Clementa Ave Sw,,Waverly,Minnesota,55390-5404,1-763-301-4829,http://www.4-uelectric.com,3411509.0,3411509,3411509.0,2,2,"4-U Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Thomas Leahy,Principal,Y,Y
125891514,CEDAR POINT DESIGNS LLC,,316 S Cedar St,,Belle Plaine,Minnesota,56011-1906,1-952-923-4485,http://www.cedarpointdesigns.com,531305.02,531305.02,531305.02,2,2,"Cedar Point Designs Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Pamela Cappetto,Principal,Y,Y
078636989,"Imanis Life Sciences, LLC",,2900 37Th St Nw,,Rochester,Minnesota,55901-4443,1-507-696-5930,http://www.imanislife.com,2818483.1,2818483.1,2818483.1,2,2,"Imanis Life Sciences, Llc is primarily engaged in commercial physical and biological research and development on a contract or fee basis.",Research and Development Services,Private,Independent,false,2,Lukkana Suksanpaisan,Vice President Operations,Y,Y
046455568,BSN ELECTRIC LLC,,3191 Aaron Dr,,Elko New Market,Minnesota,55054-4708,1-612-396-0802,,1518297.0,1518297,1518297.0,2,2,"Bsn Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,2,Bryan Schloemer,PRINCIPAL,Y,Y
108291981,"JUSTIN AND SUSAN KELLY FAMILY, LLC",,3100 Maplewood Rd,,Wayzata,Minnesota,55391-2644,,,633561.02,633561.02,633561.02,2,2,"Justin And Susan Kelly Family, Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Justin Kelly,Principal,Y,Y
079835206,"Gurley Lofts, LLC",,900 N 3Rd St,,Minneapolis,Minnesota,55401-1017,1-612-359-5852,,1172271.0,1172271,1172271.0,2,2,"Gurley Lofts, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,Steve Norcutt,Principal,Y,Y
109265135,ENGINEERED DESIGN LLC,,201 2Nd Ave S,,Bayport,Minnesota,55003-1412,,,799872.99,799872.99,799872.99,2,2,"Engineered Design Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Thomas Loonan,Principal,Y,Y
125888287,"CROFT & STERN JEWELRY DESIGNS, LLC",,7565 Mariner Dr,,Maple Grove,Minnesota,55311-2614,,,523711.02999999997,523711.02999999997,523711.02999999997,2,2,"Croft & Stern Jewelry Designs, Llc is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis.",Miscellaneous Professional Services,Private,Independent,false,1,Kelly Sternau,Principal,Y,Y
102852245,KYLAN ELECTRIC LLC,,811 Nicollet Ave,,North Mankato,Minnesota,56003-3628,,,2019328.1,2019328.1,2019328.1,2,2,"Kylan Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Kylan Poulson,Principal,Y,Y
058355774,UP NORTH ELECTRIC LLC,,2644 Town Road 403 W,,International Falls,Minnesota,56649-9122,1-218-395-0832,,2683604.0,2683604,2683604.0,2,2,"Up North Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,2,Joshua Urban,Principal,Y,Y
622522634,"LONGVIEW WEALTH MANAGEMENT, LLC",,105 W Point Ave,,Excelsior,Minnesota,55331-9524,1-952-212-1289,http://www.longviewwealth.com,518410.02999999997,518410.02999999997,518410.02999999997,2,2,"Longview Wealth Management, Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.",Administrative Services,Private,Independent,false,1,Wesley Dean Bigler,chairman,Y,Y
108087624,LAKEVIEW ELECTRIC LLC,,21832 149Th St Ne,,Hawick,Minnesota,56273-7667,1-320-905-6053,,3242419.0,3242419,3242419.0,2,2,"Lakeview Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Joel Steffensen,Principal,Y,Y
107966373,"NORTHSTAR DENTAL STUDIO, LLC",,120 7Th Ave S,,South Saint Paul,Minnesota,55075-2202,1-651-457-5380,,704703.99,704703.99,704703.99,2,2,"Northstar Dental Studio, Llc is an organization of  professional persons for the advancement of the interests of their profession.",Associations and Organizations,Private,Independent,false,1,Elizabeth Dippel,Principal,Y,Y
107951880,ELEMENT SQUARED LLC,,15804 White Pine Dr,,Wayzata,Minnesota,55391-2123,,,569323.0,569323,569323.0,2,2,"Element Squared Llc is primarily engaged in manufacturing industrial inorganic chemicals, not elsewhere classified.",Basic Chemical Manufacturing,Private,Independent,false,3,Chad Rusten,Vice President,Y,Y
108549005,"DEM-CON METAL RECYCLING, LLC",,13020 Dem Con Dr,,Shakopee,Minnesota,55379-7200,,http://www.dem-con.com,2034596.9,2034596.9,2034596.9,2,2,"Dem-Con Metal Recycling, Llc is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,1,Jason Haus,Principal,Y,Y
108091569,HEATHER WHITE IMAGES L.L.C.,,6480 Carriage Way,,Hamel,Minnesota,55340-4445,,,502964.97,502964.97,502964.97,2,2,"Heather White Images L.L.C. is primarily engaged in providing commercial photography services for advertising agencies, publishers, and other business and industrial users.",Photographic Services,Private,Independent,false,1,Heather White,Principal,Y,Y
125413113,BGQ PROPERTIES LLC,,2422 Como Ave,,Saint Paul,Minnesota,55108-1458,,,642180.03,642180.03,642180.03,2,2,Bgq Properties Llc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,1,Michael Ostrem,Principal,Y,Y
129227571,AJ ELECTRIC LLC,,500 N Sheppard St,,Kellogg,Minnesota,55945-8884,,,1270264.0,1270264,1270264.0,2,2,"Aj Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Alex Fenske,Principal,Y,Y
109272225,MIDWEST INSURANCE GROUP LLC,,1711 N Riverfront Dr,,Mankato,Minnesota,56001-3260,1-507-388-1000,http://www.mig-mn.com,682890.0,682890,682890.0,2,2,"Agents primarily representing one or more insurance carriers, or brokers not representing any particular carriers primarily engaged as independent contractors in the sale or placement of insurance contracts with carriers, but not employees of the insurance carriers they represent. This industry also includes independent organizations concerned with insurance services.",Insurance Agents,Private,Independent,false,1,Thomas Deike,Principal,Y,Y
117188981,"MG Facility Services, LLC",,1601 Utica Ave S Ste 211,,Minneapolis,Minnesota,55416-3487,1-800-448-0853,,1067436.0,1067436,1067436.0,2,2,"Mg Facility Services, Llc is primarily engaged in furnishing personnel to perform a range of services in support of the operations of other establishments or in providing a number of different continuing services, on a contract or fee basis, within another establishment.",Facilities Management,Private,Independent,false,3,Teri Twigg,President,Y,Y
095557585,MATTI ELECTRICAL SERVICE LLC,,423 E Colvin Ave,,Warren,Minnesota,56762-1727,,,1140718.0,1140718,1140718.0,2,2,"Matti Electrical Service Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,2,Kyle Matti,Principal,Y,Y
108850846,STAHMAN ENTERPRISES L.L.C.,,58670 433Rd Ave,,Mazeppa,Minnesota,55956-2616,,,617401.0,617401,617401.0,2,2,"Stahman Enterprises L.L.C. is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,1,Zachary Stahman,Principal,Y,Y
042752002,SALFER ELECTRIC LLC,,115 Woodlane Dr,,Sleepy Eye,Minnesota,56085-1557,1-507-227-0891,,1597265.0,1597265,1597265.0,2,2,"Salfer Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Ronald Salfer,Principal,Y,Y
108099343,"TIMBERFIELD PROPERTIES OF NORTHFIELD, LLC",,13925 Fenway Blvd N,,Hugo,Minnesota,55038-9265,,,633859.99,633859.99,633859.99,2,2,"Timberfield Properties Of Northfield, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,John Schwieters,Principal,Y,Y
124746099,DIAZ BROTHERS LAWN CARE L. L. C.,,2441 103Rd Ln Nw,,Minneapolis,Minnesota,55433-4528,,,533647.0,533647,533647.0,2,2,Diaz Brothers Lawn Care L. L. C. is primarily engaged in performing a variety of lawn and garden services.,Building and Dwelling Services,Private,Independent,false,1,Gaudencio Diaz,Principal,Y,Y
115832876,D & E PROPERTIES LLC,,6074 County Road 6,,Maple Plain,Minnesota,55359-9508,,,502624.99000000005,502624.99000000005,502624.99000000005,2,2,D & E Properties Llc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,1,John Brandt,Principal,Y,Y
782219146,"Mansfield Top Services, Inc.",,11979 County Road 11 Ste 250,,Burnsville,Minnesota,55337-5103,1-952-412-8124,,504929.01,504929.01,504929.01,2,2,"Mansfield Top Services, Inc. is primarily engaged in furnishing building cleaning and maintenance services, not elsewhere classified, such as window cleaning, janitorial service, floor waxing, and office cleaning.",Building and Dwelling Services,Private,Independent,false,1,Greg Mansfield,Chief Executive Officer,Y,Y
125895991,PANWAR CONSULTING SERVICES LLC,,698 Northbridge Ct,,Saint Paul,Minnesota,55123-1691,,,564189.02,564189.02,564189.02,2,2,"Panwar Consulting Services Llc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Consulting Services,Private,Independent,false,1,Shubham Panwar,Principal,Y,Y
042761195,HYPERION ELECTRIC LLC,,13915 Tracy Ave,,Shakopee,Minnesota,55379-8714,,http://www.hyperionelectricllc.com,1966205.0,1966205,1966205.0,2,2,"Hyperion Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Kurt Sowieja,Principal,Y,Y
108041032,"L & J PROPERTY HOLDINGS, LLC",,1272 Point Douglas Rd S,,Saint Paul,Minnesota,55119-5673,,,660506.01,660506.01,660506.01,2,2,"L & J Property Holdings, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,William Kranz,Principal,Y,Y
108565448,"BOZO PROPERTIES OF DARFUR, LLC",,37500 600Th Ave,,Mountain Lake,Minnesota,56159-2068,,,564527.99,564527.99,564527.99,2,2,"Bozo Properties Of Darfur, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,Beau Herrig,Principal,Y,Y
045948347,"PROSWITCH PROPERTIES, LLC",,7625 Boone Ave N,,Minneapolis,Minnesota,55428-1011,,,677192.99,677192.99,677192.99,2,2,"Proswitch Properties, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,Darlene Kiefer,Principal,Y,Y
027149135,NICK GRUWELL ELECTRIC LLC,,1925 291St Ave,,Dawson,Minnesota,56232-4201,,,587302.98,587302.98,587302.98,2,2,"Nick Gruwell Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Nicholas Gruwell,Principal,Y,Y
117803880,NOVEL IL DG 1 LLC,,2303 Wycliff St Fl 3,,Saint Paul,Minnesota,55114-1272,1-612-345-7188,,1998590.9,1998590.9,1998590.9,2,2,"Novel Il Dg 1 Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Cliff Kaehler,Principal,Y,Y
059422647,"MASTERMINE SOFTWARE, INCORPORATED",,2632 Princeton Ave,,Minneapolis,Minnesota,55416-1980,1-877-877-7212,http://www.mastermine.net,770012.97,770012.97,770012.97,2,2,"Mastermine Software, Incorporated is primarily engaged in the design, development, and production of prepackaged computer software. Important products of this industry include operating, utility, and applications programs. Establishments of this industry may also provide services such as preparation of software documentation for the user-installation of software for the user; and training the user in the use of the software.",Software,Private,Independent,false,1,Rob Machalek,Chief Executive Officer,Y,Y
103830061,NEXGEN ELECTRIC LLC,,3521 Maplewood Cir,,Excelsior,Minnesota,55331-8886,1-612-703-6137,,1137293.0,1137293,1137293.0,2,2,"Nexgen Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Eric Brever,Principal,Y,Y
108041731,LEISURELAND PROPERTIES LLC,,1603 Goldenrod Ct,,Northfield,Minnesota,55057-3428,,,633859.99,633859.99,633859.99,2,2,Leisureland Properties Llc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,1,Hayes Piker,Principal,Y,Y
611963778,Rolling Hills of Maplewood,ROLLING HILLS MOBILE HOME PARK,1316 Pearson Dr N,,Saint Paul,Minnesota,55119-3174,1-651-770-6992,http://www.cal-am.com,687940.0,687940,687940.0,2,2,Rolling Hills Of Maplewood is primarily engaged in the operation of residential mobile home sites.,Commercial Real Estate Leasing,Private,Independent,false,1,Mike Harrison,President,Y,Y
076298261,"TRI-STATE ELECTRICAL SERVICE, INC.",,904 11Th St Nw,,Bemidji,Minnesota,56601-4505,,,809255.0,809255,809255.0,2,2,"Tri-State Electrical Service, Inc. is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Denise Smid,Chief Executive Officer,Y,Y
190092762,"Deutz Properties, LLC",,24 W Birch St,,Saint Joseph,Minnesota,56374-9482,1-320-363-1227,,503871.01999999996,503871.01999999996,503871.01999999996,2,2,"Deutz Properties, Llc is primarily engaged in the operation of nonresidential buildings.",Commercial Real Estate Leasing,Private,Independent,false,1,Mike Deutz Mngmbr,Principal,Y,Y
107890648,"TEG LAND FUND II, LLC",,1600 Utica Ave S Ste 900,,St Louis Park,Minnesota,55416-1465,,,714545.01,714545.01,714545.01,2,2,"Teg Land Fund Ii, Llc is primarily engaged in community improvement and social change. Organizations primarily engaged in soliciting contributions on their own account and administering appropriations and allocating funds among other agencies engaged in social welfare services are also included.",Associations and Organizations,Private,Independent,false,1,Ted Glasrud,Principal,Y,Y
043812629,SUMMIT HILL ELECTRIC LLC,,10500 175Th Ave Nw,,Elk River,Minnesota,55330-7004,1-763-486-3878,,1515489.0,1515489,1515489.0,2,2,"Summit Hill Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Cody Schneider,Principal,Y,Y
108712821,"FILAN LAWN SERVICE, LLC",,20226 Fortune Creek Trl,,Faribault,Minnesota,55021-7506,,,859731.02,859731.02,859731.02,2,2,"Filan Lawn Service, Llc is primarily engaged in performing a variety of lawn and garden services.",Building and Dwelling Services,Private,Independent,false,1,Kevin Filan,Principal,Y,Y
081976448,LIFE IN MINNESOTA,,9100 Rice Lake Rd,,Maple Grove,Minnesota,55369-8319,1-612-385-6754,http://www.lifeinminnesota.com,509485.01,509485.01,509485.01,2,2,"Life In Minnesota is primarily engaged in underwriting life insurance. These establishments are operated by enterprises that may be owned by stock-holders, policy holders, or other carriers.",Life and Health Insurance,Private,Independent,false,1,Ryan Cunningham,Principal,Y,Y
124286323,"MAPLE HILL PROPERTY MANAGEMENT, LLC",,2565 Vale Crest Rd,,Minneapolis,Minnesota,55422-3423,,,670829.0,670829,670829.0,2,2,"Maple Hill Property Management, Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.",Administrative Services,Private,Independent,false,1,Robert Hedstrom,Principal,Y,Y
124289045,5 STAR LAWNS AND PROPERTY MANAGEMENT LLC,,21982 County Road 446,,Bovey,Minnesota,55709-8390,,,753955.01,753955.01,753955.01,2,2,5 Star Lawns And Property Management Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Administrative Services,Private,Independent,false,1,Timothy Lefebvre,Principal,Y,Y
108079454,INTERNATIONAL MOBILE RECYCLING SHREDDERS LLC,,17070 Rogers Rd,,Eden Prairie,Minnesota,55347-3383,,,1298056.0,1298056,1298056.0,2,2,"International Mobile Recycling Shredders Llc is primarily engaged in the collection and disposal of refuse by processing or destruction or in the operation of incinerators, waste treatment plants, landfills, or other sites for disposal of such materials.",Waste Management,Private,Independent,false,1,David Larson,Principal,Y,Y
010695168,STONE-TREE.COM LLC,,20993 Taylor St Ne,,Cedar,Minnesota,55011-4758,1-763-213-9783,,581116.97,581116.97,581116.97,2,2,Stone-Tree.Com Llc is primarily engaged in performing a variety of ornamental shrub and tree services.,Building and Dwelling Services,Private,Independent,false,1,Jonathan Hoadley,Principal,Y,Y
047828824,PERFORMANCE ELECTRIC TWIN CITIES LLC,,17551 Round Lake Blvd Nw,,Andover,Minnesota,55304-1206,1-612-221-3075,,698337.02,698337.02,698337.02,2,2,"Performance Electric Twin Cities Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,William Boyum,PRINCIPAL,Y,Y
108304683,B RENT MGT LLC,,1512 Russell Ave N,,Minneapolis,Minnesota,55411-2938,,,617401.0,617401,617401.0,2,2,B Rent Mgt Llc is primarily engaged in furnishing general or specialized management services on a day to day basis and on a contract or fee basis. Establishments in this industry do not provide operating staff.,Administrative Services,Private,Independent,false,1,Brent Adams,Principal,Y,Y
125077760,"SEVENTH STREET DENTAL, LLC",,1007 London Rd,,Saint Paul,Minnesota,55118-1016,,,505752.98000000004,505752.98000000004,505752.98000000004,2,2,"Seventh Street Dental, Llc is an organization of  professional persons for the advancement of the interests of their profession.",Associations and Organizations,Private,Independent,false,1,Katherine Johnson,Principal,Y,Y
059513187,A.H. ELECTRIC LLC,,1380 Sargent Ave,,Saint Paul,Minnesota,55105-2327,,,629323.01,629323.01,629323.01,2,2,"A.H. Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,2,Anthony Huss,Principal,Y,Y
021316645,GARY PLOWMAN ELECTRIC LLC,,15134 40Th St Sw,,Cokato,Minnesota,55321-4601,1-612-227-9416,,606395.01,606395.01,606395.01,2,2,"Gary Plowman Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Gary Plowman,Principal,Y,Y
048527549,PARAMOUNT ELECTRICAL SOLUTIONS LLC,,1126 Rosemary Ln,,Chaska,Minnesota,55318-4643,1-952-994-3641,,622592.99,622592.99,622592.99,2,2,"Paramount Electrical Solutions Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Jacqueline Goetze,Principal,Y,Y
095397193,WZ ELECTRIC LLC,,431 S 6Th St,,Bird Island,Minnesota,55310-4504,1-320-579-0814,http://www.wzelectricllc.com,1041946.1000000001,1041946.1000000001,1041946.1000000001,2,2,"Wz Electric Llc is primarily engaged in the generation, transmission, and/or distribution of electric energy for sale.",Electricity Generation and Distribution,Private,Independent,false,1,Wade Zimmerman,Principal,Y,Y
108725282,BRUZER PROPERTIES LLC,,1268 Amble Rd,,Saint Paul,Minnesota,55112-5703,,,622455.0,622455,622455.0,2,2,Bruzer Properties Llc is primarily engaged in the operation of nonresidential buildings.,Commercial Real Estate Leasing,Private,Independent,false,1,Nathan Nelson,Principal,Y,Y
